high,last,created_at,book,volume,vwap,low,ask,bid,change_24
178198.74,169623.9,2020-02-27T04:11:34+00:00,btc_mxn,408.3866,170364.16095,165000.01,169623.9,169579.65,-5285.7
178198.74,169579.65,2020-02-27T04:12:33+00:00,btc_mxn,408.32649,170363.45114,165000.01,169623.9,169579.65,-5329.48
178198.74,169623.9,2020-02-27T04:13:34+00:00,btc_mxn,408.32195,170363.24896,165000.01,169641.21,169579.65,-5285.21
178198.74,169623.9,2020-02-27T04:14:34+00:00,btc_mxn,408.24152,170362.37925,165000.01,169641.21,169579.65,-5101.99
178198.74,169415.01,2020-02-27T04:15:34+00:00,btc_mxn,407.86624,170358.19188,165000.01,169567.53,169469.92,-5076.96
178198.74,169470.07,2020-02-27T04:16:35+00:00,btc_mxn,407.95637,170358.0053,165000.01,169567.53,169470.13,-5021.9
178198.74,170437.58,2020-02-27T04:17:35+00:00,btc_mxn,408.27184,170357.8518,165000.01,170525.31,170437.58,-3959.65
178198.74,169876.59,2020-02-27T04:18:35+00:00,btc_mxn,408.35308,170357.43643,165000.01,169965.09,169876.59,-4615.38
178198.74,169876.59,2020-02-27T04:19:35+00:00,btc_mxn,408.42659,170357.34999,165000.01,169539.7,169415,-4615.38
178198.74,169429.77,2020-02-27T04:20:36+00:00,btc_mxn,405.45227,170327.47831,165000.01,169539.7,169429.83,-5107.49
178198.74,169552.35,2020-02-27T04:21:35+00:00,btc_mxn,405.5042,170327.09621,165000.01,169552.35,169467.21,-5115.63
178198.74,169552.35,2020-02-27T04:22:36+00:00,btc_mxn,405.48975,170326.94227,165000.01,169552.35,169467.22,-5115.63
178198.74,169467.3,2020-02-27T04:23:35+00:00,btc_mxn,405.49092,170326.75228,165000.01,169552.35,169467.26,-5200.68
178198.74,169467.17,2020-02-27T04:24:36+00:00,btc_mxn,405.50725,170326.57718,165000.01,169552.34,169467.17,-5200.81
178198.74,169467.17,2020-02-27T04:25:36+00:00,btc_mxn,405.28733,170324.2911,165000.01,169552.35,169467.17,-5032.83
178198.74,169467.22,2020-02-27T04:26:36+00:00,btc_mxn,405.28911,170324.28733,165000.01,169552.35,169467.17,-5089.78
178198.74,169467.22,2020-02-27T04:27:37+00:00,btc_mxn,405.19653,170323.33314,165000.01,169552.35,169467.17,-5032.79
178198.74,169621.15,2020-02-27T04:28:37+00:00,btc_mxn,405.27652,170322.77468,165000.01,169641.32,169552.2,-4977.41
178198.74,169467.17,2020-02-27T04:29:37+00:00,btc_mxn,405.27697,170322.64943,165000.01,169552.19,169467.17,-5034.6
178198.74,169467.17,2020-02-27T04:30:37+00:00,btc_mxn,405.24037,170321.89339,165000.01,169552.19,169467.17,-5033.52
178198.74,169552.19,2020-02-27T04:31:37+00:00,btc_mxn,405.21461,170321.62112,165000.01,169552.19,169467.17,-5046.37
178198.74,169467.17,2020-02-27T04:32:37+00:00,btc_mxn,405.21036,170321.56885,165000.01,169552.19,169467.17,-5039.32
178198.74,169552.2,2020-02-27T04:33:38+00:00,btc_mxn,405.43242,170321.06291,165000.01,169552.2,169467.17,-5046.36
178198.74,169552.2,2020-02-27T04:34:39+00:00,btc_mxn,405.73287,170320.00108,165000.01,169552.2,169467.3,-5302.75
178198.74,169552.2,2020-02-27T04:35:39+00:00,btc_mxn,405.72091,170319.45398,165000.01,169552.2,169468.74,-5302.75
178198.74,169552.2,2020-02-27T04:36:38+00:00,btc_mxn,405.71046,170319.33593,165000.01,169552.2,169468.97,-5213.02
178198.74,169552.2,2020-02-27T04:37:39+00:00,btc_mxn,405.57747,170317.83616,165000.01,169552.2,169467.17,-5302.7
178198.74,169011.19,2020-02-27T04:38:40+00:00,btc_mxn,403.48145,170289.9001,165000.01,169044.63,169001,-5988.81
178198.74,169009.99,2020-02-27T04:39:40+00:00,btc_mxn,402.76005,170280.98341,165000.01,169045.93,169001,-6000.31
178198.74,169045.92,2020-02-27T04:40:40+00:00,btc_mxn,402.78765,170280.85678,165000.01,169045.9,169001,-5964.38
178198.74,169045.88,2020-02-27T04:41:40+00:00,btc_mxn,402.752,170280.41274,165000.01,169083.87,169001,-5964.43
178198.74,169083.9,2020-02-27T04:42:39+00:00,btc_mxn,402.7488,170280.35754,165000.01,169083.87,169001,-5926.41
178198.74,169083.86,2020-02-27T04:43:40+00:00,btc_mxn,402.74416,170280.23883,165000.01,169083.89,169001,-5985.3
178198.74,169083.86,2020-02-27T04:44:40+00:00,btc_mxn,402.71685,170279.91415,165000.01,169083.89,169001,-5916.14
178198.74,169083.9,2020-02-27T04:45:40+00:00,btc_mxn,402.70765,170279.78889,165000.01,169083.9,169001,-5985.26
178198.74,169083.9,2020-02-27T04:46:41+00:00,btc_mxn,402.6731,170279.00162,165000.01,169083.9,169001,-6027.1
178198.74,169083.9,2020-02-27T04:47:41+00:00,btc_mxn,402.58359,170277.89095,165000.01,169083.9,169001,-6243.76
178198.74,169083.9,2020-02-27T04:48:41+00:00,btc_mxn,402.59848,170277.62356,165000.01,169083.9,169001.18,-6243.76
178198.74,169130.67,2020-02-27T04:49:42+00:00,btc_mxn,402.68421,170277.24546,165000.01,169130.67,169024.55,-6166.08
178198.74,169130.66,2020-02-27T04:50:42+00:00,btc_mxn,402.60767,170275.23182,165000.01,169130.66,169024.55,-6134.84
178198.74,169024.55,2020-02-27T04:51:42+00:00,btc_mxn,402.66272,170274.89144,165000.01,169130.67,169024.55,-6240.95
178198.74,169001.17,2020-02-27T04:52:42+00:00,btc_mxn,398.12739,170212.00713,165000.01,169054.12,169001.17,-6784.26
178198.74,169001.17,2020-02-27T04:53:42+00:00,btc_mxn,398.01935,170210.04724,165000.01,169054.12,169001.21,-6748.83
178198.74,169130.67,2020-02-27T04:54:43+00:00,btc_mxn,398.10547,170209.79999,165000.01,169130.67,169019.99,-6619.33
178198.74,169245.88,2020-02-27T04:55:43+00:00,btc_mxn,398.15722,170209.53596,165000.01,169341.01,169245.89,-6308.24
178198.74,169245.88,2020-02-27T04:56:43+00:00,btc_mxn,398.15485,170209.50446,165000.01,169341.01,169245.89,-6220.47
178198.74,169500,2020-02-27T04:57:43+00:00,btc_mxn,398.19353,170209.4219,165000.01,169452.2,169376.43,-6054.12
178198.74,169376.43,2020-02-27T04:58:43+00:00,btc_mxn,398.17541,170209.03528,165000.01,169452.2,169376.44,-6227.57
178198.74,169452.2,2020-02-27T04:59:44+00:00,btc_mxn,398.17758,170208.97621,165000.01,169452.2,169376.51,-6151.8
178198.74,169452.2,2020-02-27T05:00:44+00:00,btc_mxn,398.13107,170208.2898,165000.01,169452.2,169376.42,-6151.8
178198.74,169452.2,2020-02-27T05:01:44+00:00,btc_mxn,398.12339,170208.09414,165000.01,169452.2,169376.43,-6151.8
178198.74,169452.2,2020-02-27T05:02:44+00:00,btc_mxn,397.98921,170206.19221,165000.01,169452.2,169376.42,-6064.7
178198.74,169552.2,2020-02-27T05:03:45+00:00,btc_mxn,398.00677,170205.8999,165000.01,169552.2,169425.54,-5840.98
178198.74,169425.74,2020-02-27T05:04:45+00:00,btc_mxn,397.82207,170203.33031,165000.01,169552.2,169425.76,-5987.43
178198.74,169425.84,2020-02-27T05:05:45+00:00,btc_mxn,397.8096,170203.03523,165000.01,169552.2,169426.06,-6137.6
178198.74,169552.2,2020-02-27T05:06:45+00:00,btc_mxn,397.78857,170202.73395,165000.01,169552.2,169426.36,-6011.24
178198.74,169426.58,2020-02-27T05:07:45+00:00,btc_mxn,397.79272,170202.72586,165000.01,169552.2,169462.97,-6136.84
178198.74,169552.2,2020-02-27T05:08:45+00:00,btc_mxn,397.62967,170200.42384,165000.01,169669.83,169528.38,-5788.89
178198.74,169992.22,2020-02-27T05:09:45+00:00,btc_mxn,397.73755,170200.35836,165000.01,169992.22,169874.14,-5273.28
178198.74,169992.21,2020-02-27T05:10:46+00:00,btc_mxn,397.70133,170199.17601,165000.01,169992.11,169874.14,-5213.48
178198.74,169868.87,2020-02-27T05:11:47+00:00,btc_mxn,397.86028,170198.96524,165000.01,169742.06,169645.57,-5337.02
178198.74,169645.58,2020-02-27T05:12:46+00:00,btc_mxn,397.85544,170198.89256,165000.01,169742.06,169645.59,-5560.31
178198.74,169742.06,2020-02-27T05:13:46+00:00,btc_mxn,397.78228,170197.79401,165000.01,169742.06,169645.59,-5374.93
178198.74,169742.06,2020-02-27T05:14:47+00:00,btc_mxn,397.77099,170196.93013,165000.01,169762.65,169700.01,-5517.25
178198.74,169742.06,2020-02-27T05:15:47+00:00,btc_mxn,397.76757,170196.88655,165000.01,169762.65,169700.01,-5517.06
178198.74,169866.69,2020-02-27T05:16:47+00:00,btc_mxn,397.86666,170196.53931,165000.01,169953.06,169859.65,-5250.3
178198.74,170000,2020-02-27T05:17:48+00:00,btc_mxn,397.82006,170195.88719,165000.01,170000,169859.98,-5132.97
178198.74,169860.03,2020-02-27T05:18:48+00:00,btc_mxn,398.06014,170194.94823,165000.01,170000,169860.26,-5178.94
178198.74,170000,2020-02-27T05:19:48+00:00,btc_mxn,398.02588,170194.52755,165000.01,170000,169860.6,-5120.78
178198.74,170194.28,2020-02-27T05:20:48+00:00,btc_mxn,398.21454,170194.48698,165000.01,170194.28,170103.06,-4805.72
178198.74,170424.13,2020-02-27T05:21:49+00:00,btc_mxn,398.40316,170194.52006,165000.01,170424.13,170336.45,-4081.53
178198.74,170183.79,2020-02-27T05:22:48+00:00,btc_mxn,398.55742,170194.40285,165000.01,170183.77,170100.2,-4437.74
178198.74,170100.2,2020-02-27T05:23:49+00:00,btc_mxn,400.10504,170189.4693,165000.01,170136.79,170033.19,-4660.36
178198.74,169842.71,2020-02-27T05:24:49+00:00,btc_mxn,400.20028,170189.2255,165000.01,169842.71,169717.5,-5010.81
178198.74,169842.71,2020-02-27T05:25:49+00:00,btc_mxn,400.20034,170189.22545,165000.01,169842.71,169717.5,-4919.02
178198.74,169717.5,2020-02-27T05:26:50+00:00,btc_mxn,400.19988,170189.13691,165000.01,169842.71,169717.5,-5136.02
178198.74,169717.47,2020-02-27T05:27:49+00:00,btc_mxn,400.14617,170187.43178,165000.01,169717.47,169700,-5419.19
178198.74,169747.11,2020-02-27T05:28:50+00:00,btc_mxn,400.07356,170186.46604,165000.01,169747.11,169700,-5028.52
178198.74,169747.11,2020-02-27T05:29:50+00:00,btc_mxn,399.74903,170181.88637,165000.01,169747.11,169700,-5389.55
178198.74,169842.71,2020-02-27T05:30:51+00:00,btc_mxn,400.83913,170180.6556,165000.01,169842.71,169721.36,-5139.63
178198.74,169842.71,2020-02-27T05:31:50+00:00,btc_mxn,401.12401,170178.58556,165000.01,169842.71,169722.07,-4870.93
178198.74,169842.71,2020-02-27T05:32:50+00:00,btc_mxn,401.13451,170178.43668,165000.01,169842.71,169722.46,-4783.73
178198.74,169842.71,2020-02-27T05:33:51+00:00,btc_mxn,401.11402,170178.20947,165000.01,169842.71,169722,-4784.81
178198.74,169842.71,2020-02-27T05:34:51+00:00,btc_mxn,401.08041,170177.82927,165000.01,169842.71,169722.58,-4870.93
178198.74,169721.26,2020-02-27T05:35:51+00:00,btc_mxn,401.0832,170177.77523,165000.01,169842.71,169721.28,-4992.38
178198.74,169842.71,2020-02-27T05:36:51+00:00,btc_mxn,400.90333,170175.60984,165000.01,169842.71,169721.54,-4789.39
178198.74,169842.71,2020-02-27T05:37:51+00:00,btc_mxn,400.90195,170175.59446,165000.01,169842.7,169721.26,-4790.79
178198.74,169842.71,2020-02-27T05:38:52+00:00,btc_mxn,400.87902,170175.26909,165000.01,169842.71,169721.26,-4790.78
178198.74,170177.47,2020-02-27T05:39:52+00:00,btc_mxn,401.04111,170175.36394,165000.01,170035.56,169904.74,-4456.02
178198.74,170211.85,2020-02-27T05:40:53+00:00,btc_mxn,401.22259,170175.34259,165000.01,170160.28,170072.97,-4421.64
178198.74,170160.29,2020-02-27T05:41:53+00:00,btc_mxn,401.22553,170175.34248,165000.01,170160.29,170072.97,-4553.35
178198.74,170160.29,2020-02-27T05:42:53+00:00,btc_mxn,401.27313,170175.33349,165000.01,170160.29,170072.98,-4553.35
178198.74,170160.29,2020-02-27T05:43:53+00:00,btc_mxn,401.27324,170175.32699,165000.01,170160.29,170073.33,-4553.35
178198.74,170160.29,2020-02-27T05:44:53+00:00,btc_mxn,401.2422,170174.95087,165000.01,170160.29,170073.47,-4538.27
178198.74,170160.29,2020-02-27T05:45:53+00:00,btc_mxn,401.2398,170174.82398,165000.01,170160.29,170073.77,-4539.32
178198.74,170160.29,2020-02-27T05:46:54+00:00,btc_mxn,401.13344,170173.49427,165000.01,170160.29,170074.72,-4961.72
178198.74,170074.79,2020-02-27T05:47:54+00:00,btc_mxn,401.12589,170173.38968,165000.01,170160.29,170073.05,-5047.22
178198.74,170160.29,2020-02-27T05:48:53+00:00,btc_mxn,401.1303,170173.38954,165000.01,170160.29,170073.05,-4962.98
178198.74,170177.47,2020-02-27T05:49:54+00:00,btc_mxn,401.16361,170173.26204,165000.01,170177.47,170073.06,-5038.44
178198.74,170177.47,2020-02-27T05:50:54+00:00,btc_mxn,401.06052,170171.92326,165000.01,170177.47,170073.07,-5299.1
178198.74,170072.98,2020-02-27T05:51:54+00:00,btc_mxn,401.03501,170171.46583,165000.01,170177.47,170073.11,-5531.02
178198.74,170072.98,2020-02-27T05:52:54+00:00,btc_mxn,401.03415,170171.45426,165000.01,170177.47,170073.96,-5531.02
178198.74,170074.63,2020-02-27T05:53:55+00:00,btc_mxn,401.08695,170171.30431,165000.01,170177.47,170074.75,-5405.18
178198.74,171803.41,2020-02-27T05:54:55+00:00,btc_mxn,403.15603,170173.65312,165000.01,171262.12,171169.67,-3800.59
178198.74,171460.15,2020-02-27T05:55:55+00:00,btc_mxn,406.9091,170180.27956,165000.01,171549.3,171460.15,-4021.34
178198.74,171182.69,2020-02-27T05:56:56+00:00,btc_mxn,407.2042,170181.33183,165000.01,171271.68,171182.69,-4298.8
178198.74,171000.99,2020-02-27T05:57:56+00:00,btc_mxn,408.09243,170183.14269,165000.01,170134.4,170000.55,-4603.01
178198.74,171000.99,2020-02-27T05:58:57+00:00,btc_mxn,408.94781,170184.35695,165000.01,171113.62,171000.99,-4754
178198.74,171000.99,2020-02-27T05:59:56+00:00,btc_mxn,409.10081,170183.88988,165000.01,170539.46,170445.6,-4754
178198.74,170539.46,2020-02-27T06:00:57+00:00,btc_mxn,408.99333,170182.22115,165000.01,170539.46,170445.6,-5734.13
178198.74,170539.46,2020-02-27T06:01:57+00:00,btc_mxn,408.90261,170180.76772,165000.01,170539.46,170445.6,-5644.74
178198.74,171003.08,2020-02-27T06:02:58+00:00,btc_mxn,409.29374,170180.84152,165000.01,171003.08,171000.99,-5090.41
178198.74,170765.03,2020-02-27T06:03:58+00:00,btc_mxn,410.05186,170182.25918,165000.01,170701.27,170557.16,-5235.97
178198.74,171045.7,2020-02-27T06:04:58+00:00,btc_mxn,410.89742,170184.10214,165000.01,171045.69,171000.99,-5047.79
178198.74,170135.44,2020-02-27T06:05:58+00:00,btc_mxn,411.27502,170184.1091,165000.01,170135.44,170014.55,-5866.56
178198.74,170135.44,2020-02-27T06:06:59+00:00,btc_mxn,411.33409,170184.10211,165000.01,170135.44,170015.67,-5958.05
178198.74,171844.48,2020-02-27T06:08:00+00:00,btc_mxn,411.97402,170183.93597,165000.01,171932.3,171844.48,-4248.97
178198.74,171021.12,2020-02-27T06:09:00+00:00,btc_mxn,411.98242,170182.44289,165000.01,171131.5,171021.12,-4639.48
178198.74,172065.27,2020-02-27T06:10:00+00:00,btc_mxn,414.09953,170192.29987,165000.01,171547.99,171458.69,-3685.69
178198.74,171648.02,2020-02-27T06:11:00+00:00,btc_mxn,414.13931,170192.43968,165000.01,171648.02,171558.67,-4102.94
178198.74,171677.34,2020-02-27T06:12:00+00:00,btc_mxn,414.13946,170192.44023,165000.01,172195.88,172102.89,-4073.62
178198.74,172195.96,2020-02-27T06:13:01+00:00,btc_mxn,414.17438,170192.56381,165000.01,172090.11,171997.11,-3555
178198.74,172323.41,2020-02-27T06:14:00+00:00,btc_mxn,414.28396,170192.32383,165000.01,172323.41,172206.72,-3427.55
178198.74,172323.41,2020-02-27T06:15:01+00:00,btc_mxn,414.19276,170191.09808,165000.01,172323.41,172206.72,-3427.55
178198.74,172323.41,2020-02-27T06:16:01+00:00,btc_mxn,414.19276,170191.09808,165000.01,172323.41,172206.72,-3427.55
178198.74,172323.4,2020-02-27T06:17:01+00:00,btc_mxn,414.20436,170191.15783,165000.01,172323.21,172206.72,-3542.43
178198.74,172208.01,2020-02-27T06:18:02+00:00,btc_mxn,414.13823,170190.22483,165000.01,172306.92,172208.01,-3759.74
178198.74,172306.91,2020-02-27T06:19:01+00:00,btc_mxn,414.89325,170194.3358,165000.01,172306.92,172208.01,-3653.17
178198.74,171947.07,2020-02-27T06:20:01+00:00,btc_mxn,414.76215,170191.69594,165000.01,171947.07,171861.01,-4012.26
178198.74,171860.96,2020-02-27T06:21:01+00:00,btc_mxn,414.574,170188.92779,165000.01,171947.07,171860.96,-3919.83
178198.74,171861.07,2020-02-27T06:22:01+00:00,btc_mxn,414.60955,170189.01554,165000.01,171947.07,171860.95,-3919.72
178198.74,171861.07,2020-02-27T06:23:02+00:00,btc_mxn,414.34786,170185.69602,165000.01,171947.07,171861.02,-3680.82
178198.74,171947.07,2020-02-27T06:24:03+00:00,btc_mxn,414.3527,170185.70176,165000.01,171947.07,171861.47,-3594.82
178198.74,171947.07,2020-02-27T06:25:03+00:00,btc_mxn,414.35634,170185.66686,165000.01,171947.07,171861.75,-3594.82
178198.74,171860.95,2020-02-27T06:26:03+00:00,btc_mxn,414.55252,170186.45986,165000.01,171946.93,171860.95,-3680.94
178198.74,172306.91,2020-02-27T06:27:04+00:00,btc_mxn,414.65303,170186.55892,165000.01,171946.59,171860.95,-3876.12
178198.74,171946.96,2020-02-27T06:28:04+00:00,btc_mxn,414.83852,170187.30726,165000.01,171856.76,171770.88,-4236.07
178198.74,171856.76,2020-02-27T06:29:04+00:00,btc_mxn,414.83914,170187.30976,165000.01,171856.76,171770.88,-4015.53
178198.74,171856.76,2020-02-27T06:30:04+00:00,btc_mxn,414.83908,170187.30898,165000.01,171856.76,171800,-3918.51
178198.74,172300,2020-02-27T06:31:04+00:00,btc_mxn,414.22247,170179.41768,165000.01,172093.9,172007.18,-3182.46
178198.74,172094.1,2020-02-27T06:32:05+00:00,btc_mxn,414.23084,170179.44648,165000.01,172094.1,172007.18,-3505.57
178198.74,172093.87,2020-02-27T06:33:05+00:00,btc_mxn,414.27116,170179.62799,165000.01,172094.02,172007.18,-3505.8
178198.74,171904.16,2020-02-27T06:34:05+00:00,btc_mxn,414.46054,170180.28913,165000.01,171990.29,171904.16,-3695.51
178198.74,171990.02,2020-02-27T06:35:05+00:00,btc_mxn,414.4681,170180.32214,165000.01,171989.48,171904.16,-3609.65
178198.74,171990.02,2020-02-27T06:36:05+00:00,btc_mxn,414.4681,170180.32214,165000.01,171987.9,171904.16,-3609.65
178198.74,171986.91,2020-02-27T06:37:06+00:00,btc_mxn,414.49147,170180.42404,165000.01,171990.05,171904.16,-3612.76
178198.74,171986.91,2020-02-27T06:38:05+00:00,btc_mxn,414.49147,170180.42404,165000.01,171988.69,171904.16,-3612.76
178198.74,171987.13,2020-02-27T06:39:06+00:00,btc_mxn,414.58218,170180.67079,165000.01,171987.08,171904.16,-3612.54
178198.74,171500.99,2020-02-27T06:40:06+00:00,btc_mxn,414.82463,170181.44325,165000.01,171629.55,171500.99,-4011.42
178198.74,171500.99,2020-02-27T06:41:06+00:00,btc_mxn,415.55271,170183.65952,165000.01,171629.61,171500.99,-4012.12
178198.74,171629.37,2020-02-27T06:42:07+00:00,btc_mxn,415.55975,170183.68345,165000.01,171629.19,171509.8,-3970.3
178198.74,171629.37,2020-02-27T06:43:07+00:00,btc_mxn,415.55918,170183.67603,165000.01,171628.51,171509.8,-3970.3
178198.74,171628.26,2020-02-27T06:44:06+00:00,btc_mxn,415.49892,170182.14297,165000.01,171629.59,171509.8,-4455.56
178198.74,171629.59,2020-02-27T06:45:07+00:00,btc_mxn,415.47438,170181.75932,165000.01,171629.59,171509.8,-4362.9
178198.74,171629.59,2020-02-27T06:46:07+00:00,btc_mxn,415.47438,170181.75932,165000.01,171629.56,171509.8,-4362.9
178198.74,171629.57,2020-02-27T06:47:07+00:00,btc_mxn,415.50457,170181.86453,165000.01,171629.57,171509.8,-4454.25
178198.74,171000,2020-02-27T06:48:07+00:00,btc_mxn,415.48878,170181.47858,165000.01,171111.54,171000.01,-5529.96
178198.74,171000.3,2020-02-27T06:49:08+00:00,btc_mxn,415.48991,170181.48103,165000.01,171111.54,171000.3,-5529.66
178198.74,171146.1,2020-02-27T06:50:08+00:00,btc_mxn,415.68616,170181.92819,165000.01,171629.57,171522.38,-5069.69
178198.74,171146.1,2020-02-27T06:51:08+00:00,btc_mxn,415.66876,170181.67561,165000.01,171629.57,171522.38,-5158.74
178198.74,171629.57,2020-02-27T06:52:09+00:00,btc_mxn,416.06705,170182.90623,165000.01,171629.58,171500.99,-4586.29
178198.74,171500.99,2020-02-27T06:53:09+00:00,btc_mxn,416.06794,170182.71791,165000.01,171629.58,171500.99,-4714.87
178198.74,171501,2020-02-27T06:54:09+00:00,btc_mxn,416.07642,170182.74741,165000.01,171629.58,171501,-4803.84
178198.74,171629.58,2020-02-27T06:55:10+00:00,btc_mxn,416.22466,170182.94178,165000.01,171629.58,171501.16,-4590.79
178198.74,171501.17,2020-02-27T06:56:10+00:00,btc_mxn,416.48687,170183.77166,165000.01,171629.58,171501.22,-4719.2
178198.74,171629.58,2020-02-27T06:57:10+00:00,btc_mxn,416.73946,170184.57324,165000.01,171629.57,171500.99,-4590.79
178198.74,171629.57,2020-02-27T06:58:10+00:00,btc_mxn,416.81521,170184.83583,165000.01,171628.58,171500.99,-4590.8
178198.74,171629.57,2020-02-27T06:59:10+00:00,btc_mxn,416.81521,170184.83583,165000.01,171629.58,171500.99,-4675.27
178198.74,171629.58,2020-02-27T07:00:11+00:00,btc_mxn,416.81842,170184.8464,165000.01,171629.58,171600,-4879.27
178198.74,171500.99,2020-02-27T07:01:11+00:00,btc_mxn,416.84502,170183.73616,165000.01,171626.74,171500.99,-5007.86
178198.74,171500.99,2020-02-27T07:02:11+00:00,btc_mxn,416.84502,170183.73616,165000.01,171626.75,171500.99,-5175.1
178198.74,171667.7,2020-02-27T07:03:11+00:00,btc_mxn,416.99171,170183.22161,165000.01,171606.94,171500.99,-5034.72
178198.74,172066.29,2020-02-27T07:04:11+00:00,btc_mxn,417.17398,170182.35944,165000.01,172206.2,172118.16,-4443.71
178198.74,172205.03,2020-02-27T07:05:12+00:00,btc_mxn,416.33067,170169.56086,165000.01,172204.59,172118.16,-4216.95
178198.74,172203.77,2020-02-27T07:06:12+00:00,btc_mxn,416.34985,170169.65451,165000.01,172203.55,172118.16,-4121.87
178198.74,172118.16,2020-02-27T07:07:12+00:00,btc_mxn,436.22983,170262.35846,165000.01,172200.97,172118.16,-3528.76
178198.74,172250.99,2020-02-27T07:08:12+00:00,btc_mxn,437.84717,170269.68195,165000.01,172298.95,172250.99,-3395.93
178198.74,172250.99,2020-02-27T07:09:13+00:00,btc_mxn,437.94701,170270.1337,165000.01,172298.17,172250.99,-3389.01
178198.74,172250.99,2020-02-27T07:10:13+00:00,btc_mxn,438.08438,170270.73254,165000.01,172296.81,172250.99,-3389.01
178198.74,172250.99,2020-02-27T07:11:13+00:00,btc_mxn,441.47202,170285.92648,165000.01,172295.23,172250.99,-3278.04
178198.74,172250.99,2020-02-27T07:12:13+00:00,btc_mxn,442.07378,170288.48456,165000.01,172293.73,172251,-3278.13
178198.74,172293.02,2020-02-27T07:13:13+00:00,btc_mxn,442.07393,170288.48528,165000.01,172292.52,172251,-3346.98
178198.74,172291.56,2020-02-27T07:14:14+00:00,btc_mxn,442.08251,170288.45348,165000.01,172291.13,172251,-3348.44
178198.74,172250.99,2020-02-27T07:15:14+00:00,btc_mxn,442.09061,170288.48956,165000.01,172289.86,172250.99,-3389.01
178198.74,172289.74,2020-02-27T07:16:14+00:00,btc_mxn,442.09076,170288.49027,165000.01,172289.68,172251,-3241.85
178198.74,172299.51,2020-02-27T07:17:14+00:00,btc_mxn,441.89383,170283.97944,165000.01,172299.45,172250.99,-3232.45
178198.74,172299.51,2020-02-27T07:18:14+00:00,btc_mxn,441.88387,170283.8612,165000.01,172299.16,172250.99,-3232.45
178198.74,172299.51,2020-02-27T07:19:15+00:00,btc_mxn,441.88387,170283.8612,165000.01,172298.44,172250.99,-3340.49
178198.74,172250.99,2020-02-27T07:20:15+00:00,btc_mxn,441.93079,170284.06937,165000.01,172297.71,172250.99,-3389.01
178198.74,172297.28,2020-02-27T07:21:15+00:00,btc_mxn,441.93977,170284.10999,165000.01,172297.16,172250.99,-3236.65
178198.74,172297.16,2020-02-27T07:22:15+00:00,btc_mxn,441.83262,170282.8327,165000.01,172299.34,172250.99,-3342.84
178198.74,172299.15,2020-02-27T07:23:16+00:00,btc_mxn,441.82781,170282.76552,165000.01,172298.66,172250.99,-3226.09
178198.74,172250.99,2020-02-27T07:24:16+00:00,btc_mxn,445.12272,170297.33721,165000.01,172250.98,172118.16,-3274.25
178198.74,172066.52,2020-02-27T07:25:16+00:00,btc_mxn,445.77297,170300.17102,165000.01,172066.27,171928.14,-3473.48
178198.74,172066.19,2020-02-27T07:26:16+00:00,btc_mxn,445.77321,170300.17164,165000.01,172065.39,171928.14,-3473.81
178198.74,172066.19,2020-02-27T07:27:16+00:00,btc_mxn,445.77321,170300.17164,165000.01,172062.25,171928.14,-3573.81
178198.74,172021.5,2020-02-27T07:28:17+00:00,btc_mxn,445.79871,170300.06671,165000.01,172021.44,171899.34,-3618.5
178198.74,172020.8,2020-02-27T07:29:17+00:00,btc_mxn,445.81903,170300.14174,165000.01,172020.79,171899.34,-3619.2
178198.74,172020.79,2020-02-27T07:30:17+00:00,btc_mxn,445.71974,170298.36118,165000.01,172019.8,171899.34,-3460.78
178198.74,172020.79,2020-02-27T07:31:17+00:00,btc_mxn,445.71974,170298.36118,165000.01,172018.98,171899.34,-3460.71
178198.74,172018.46,2020-02-27T07:32:18+00:00,btc_mxn,445.71005,170298.2394,165000.01,172018.19,171899.34,-3332.54
178198.74,172018.46,2020-02-27T07:33:18+00:00,btc_mxn,445.71005,170298.2394,165000.01,172017.41,171899.34,-3332.54
178198.74,171756.96,2020-02-27T07:34:18+00:00,btc_mxn,445.71063,170298.24164,165000.01,171756.97,171634.26,-3594.11
178198.74,171756.43,2020-02-27T07:35:19+00:00,btc_mxn,445.69983,170298.11417,165000.01,171756.34,171634.26,-3594.89
178198.74,171756.19,2020-02-27T07:36:18+00:00,btc_mxn,445.84529,170298.31217,165000.01,171755.58,171635,-3595.13
178198.74,171755.31,2020-02-27T07:37:19+00:00,btc_mxn,445.84646,170298.31598,165000.01,171754.75,171635,-3595.69
178198.74,171606.94,2020-02-27T07:38:19+00:00,btc_mxn,445.97783,170298.68438,165000.01,171721.78,171606.94,-3865.62
178198.74,171720.97,2020-02-27T07:39:19+00:00,btc_mxn,445.97285,170298.62651,165000.01,171720.96,171606.94,-3634.45
178198.74,171500.99,2020-02-27T07:40:19+00:00,btc_mxn,446.27039,170299.57005,165000.01,171613.65,171500.99,-3854.43
178198.74,171500.99,2020-02-27T07:41:20+00:00,btc_mxn,446.27039,170299.57005,165000.01,171612.96,171500.99,-3971.57
178198.74,171500.99,2020-02-27T07:42:20+00:00,btc_mxn,446.25545,170299.39683,165000.01,171612.75,171500.99,-3971.57
178198.74,171613,2020-02-27T07:43:20+00:00,btc_mxn,446.2671,170299.43114,165000.01,171612.65,171500.99,-3859.56
